Antibody,A_sasa,D_sasa,E_sasa,F_sasa,G_sasa,H_sasa,I_sasa,K_sasa,L_sasa,M_sasa,N_sasa,P_sasa,Q_sasa,R_sasa,S_sasa,T_sasa,V_sasa,W_sasa,Y_sasa
ADI-45453,1.59004709,1.78399979,4.28562775,1.09785976,9.57600231,0.53985619,0.85160916,4.01364668,2.1766629,0.21764706,2.25805606,2.67045688,2.84288512,2.78235668,11.15962095,3.75160395,1.96922898,0.54263105,1.35550779
ADI-45454,2.84875518,3.62428241,4.08172931,0.16744308,9.36248787,0,1.51744157,6.43021219,2.05200478,0.36043159,1.98953925,3.23421665,3.05205659,2.52792088,10.62766857,4.54156346,2.37415778,0.25834761,1.54701735
ADI-45455,2.82578721,3.1241714,3.88991448,0.22995466,10.3618751,0.13653733,1.16877541,3.5393655,1.15929585,0,3.05229009,3.98395255,2.68644424,3.38943349,11.58350666,5.59728384,1.15421074,0.27913572,1.36706681
ADI-45457,2.52759888,1.93410694,2.4301853,0,8.66072089,0.25361612,0.98612159,4.17261753,1.8322152,0,3.52388852,3.58935173,3.19496119,2.09093184,13.13254578,4.33568136,1.97497279,0,1.85671682
ADI-45458,2.6132348,1.96303004,2.59502681,0.10250953,8.93643631,0.23350487,0.53907158,3.92411838,1.8295269,0,3.5299873,3.87532456,3.96774746,2.03909461,12.08950564,4.92697124,2.24606361,0,1.77307322
ADI-45459,2.12737786,3.72857824,2.02579659,0.33730972,9.66139698,0.25527925,0,3.79859989,1.55740923,0,3.51118716,4.33598361,4.11740675,2.41838397,11.38863535,3.95088067,3.45072943,0,1.68618255
ADI-45460,2.69403659,2.94428961,2.23762738,0,9.98817527,0.36356842,0,3.88550249,1.84919966,0,3.32488,3.83930018,3.29691481,2.13474165,12.77884937,4.07111886,1.53510528,0,2.03120086
ADI-45461,2.17368468,4.57624527,3.162392,0.36826636,8.16080739,0.29101816,1.4927585,4.85702794,2.42803082,0.50090229,1.23055282,4.28137267,3.51977742,3.77686781,11.19503184,4.77307717,1.10812581,0.10430125,2.15596313
ADI-45462,2.14520403,3.71374729,2.52796831,0.11401439,9.21407749,0,0.59210337,4.09679463,2.37251452,0,2.35817368,2.96610309,3.80663186,1.87970568,14.08450837,4.44450762,1.34805873,0.43318074,1.6832773
ADI-45463,3.3865862,2.82291487,2.89408075,0,10.10432056,0,0,2.65502857,3.3772823,0,1.82269489,3.70609063,3.53407551,2.81449905,12.08550928,3.83510669,2.13868068,0.67798596,1.55511338
ADI-45464,2.04396996,2.93411754,1.64097914,0.37348624,7.17613165,0,1.07480345,4.84620249,1.20350421,0,0.69415497,4.02920169,4.02745547,2.28444801,13.85034995,5.07490788,2.23381104,0.33383915,1.71169042
ADI-45466,1.11126095,1.68897314,1.53322398,0,6.88030054,0.55168432,0.23738546,3.96587883,1.51087386,0.40871529,2.02790702,4.45555026,4.72062664,2.29733933,15.60436389,5.03411981,1.1577715,0,2.69086665
ADI-45467,0.60483894,2.94616117,1.89664099,0.32893036,6.83330602,0.58417267,0.59897427,4.71065293,1.71537796,0,1.98033981,3.59166982,4.6675525,2.29643898,15.20074786,5.32459988,1.33531368,0.31647905,1.07376597
ADI-45468,0.54846306,2.97503917,2.95768555,0.31206676,6.83363861,0.89128332,0.60222824,4.89892938,2.19383775,0,2.01268443,3.23738085,3.07636411,2.52790287,14.90489337,5.08006882,0.87276592,0.26698868,0.92706616
ADI-45469,2.52818342,1.72909913,2.22208522,0.7431498,9.52124586,0.2361051,0,4.41103383,1.71459781,0,2.89326601,5.05836598,5.36985693,0.67332749,12.33601484,6.18995023,2.67514901,0.37951443,1.22734275
ADI-45470,1.64908369,1.63585628,3.24816722,0,9.60573239,0.27513628,0,3.99202262,1.49316362,0,2.76418226,4.98391451,4.43428207,0.63342041,13.22258052,6.22217616,2.33033569,0.10079704,2.73360351
ADI-45471,1.97139236,2.75916731,2.98893912,0.20745203,8.60463781,0,0.81334074,5.6373494,0.85540182,0,2.02220156,3.66497,3.75871691,1.73578729,11.22275894,7.45714599,2.8360421,0,2.04093369
ADI-45472,2.6882028,2.81156766,2.95925208,0.94792997,8.93513045,0.59228304,1.14884888,3.46318718,2.67064075,0,1.92842701,4.55463472,2.81977273,2.36382384,13.76875003,4.03101897,1.36255754,0.1468446,1.41823002
ADI-45474,0.80307249,2.61934953,5.44465744,0.55089364,6.07223662,0,1.42362934,4.68231538,0.64657208,0.15061842,1.09017533,5.19759956,3.22248571,3.85692592,11.84977644,4.6383142,2.36165388,0.12911042,1.7875053
ADI-45475,2.05049399,2.5216185,4.84475525,1.00499835,8.54480095,0,1.51498755,3.34163424,1.16753321,0,0.1164062,4.22201153,4.7710777,2.81316692,12.70431506,5.58798959,1.53511293,0.61828945,2.20435431
ADI-45476,1.60934504,2.23538274,2.09413618,0.12120143,10.438721,0,0.40248619,4.08844466,3.01891172,0,2.08110986,4.25992513,4.21944293,1.52254658,13.25974587,4.64260945,2.41290853,0.13886333,1.96691474
ADI-45477,2.03062008,2.69461784,3.86958508,0,7.94920719,0.33842762,0.51658205,3.87880813,1.73511177,0,2.24754228,3.87845531,4.42160772,3.01368805,12.62291459,3.32565765,2.37322667,0,3.0078727
ADI-45479,1.9151875,2.52030579,3.05116917,0.15599726,9.4153636,0,1.90303952,4.0676084,1.69923173,0,1.53694338,3.5455301,3.32717184,3.22724497,13.39397034,3.66678413,1.60043719,0.11120573,1.45690023
ADI-45480,2.15433972,1.18773213,2.70180113,0.95384621,7.7880307,0.91288128,0.43136835,5.04758978,1.84454734,0,0.67810681,3.45990949,2.69156575,1.74656714,16.22935397,4.9365848,2.10893508,0,2.23821078
ADI-45482,3.29065525,3.01628839,2.7053913,1.21693273,7.45911594,0,0.65709618,5.18887379,2.19002458,0,1.41770601,2.76821442,2.36426211,3.05999212,12.4971794,4.76714552,1.08169722,0,1.77561735
ADI-45483,2.49765742,2.95984579,3.47530308,0,7.11302316,0.17797024,0.91036377,5.38747787,1.21756405,0.40216898,1.66440769,3.23277428,3.41108522,1.78493574,14.29657366,3.97706873,2.3695107,0.37837452,2.93427057
ADI-45484,1.61812229,3.20198409,3.15370173,0.50881463,8.3557848,0.31085585,0.14802149,3.91686711,1.83012117,0,2.24657757,3.99986585,4.7547286,2.65166061,11.98892347,3.6487126,2.19098323,0.32533257,2.50841573
ADI-45485,2.46221848,2.53739407,2.38671049,0.36087147,8.97913109,0.25305849,0.32423626,3.78790172,2.15450131,0.26279179,2.66224455,3.63765125,3.49252112,1.26859779,13.72269442,4.82660532,1.49266963,0,2.03801489
ADI-45487,1.3690514,2.83505902,2.91807173,0.12253616,8.70552353,0,1.22301901,5.05117558,0.75799298,0.40025297,0.29689178,4.39208885,3.80897689,3.09354872,13.95178398,4.35106405,1.30853733,0.99335395,2.05771891
ADI-45488,2.01721566,2.99702022,4.1335241,0.54644967,8.16579214,0,0.10918979,3.68886869,1.42049823,0,0.98894627,4.32761906,4.13691337,3.68119538,11.84983753,4.28629794,1.72911017,0,2.98011935
ADI-45490,2.08331167,2.38924152,1.70619385,0,10.17599611,0.12734275,0.6271273,5.65786538,0.62994419,0.84977119,0.92443588,4.80335329,4.86530348,1.90788971,13.7277331,3.70822503,2.35424889,0.13409357,2.16434597
ADI-45492,1.44554684,3.06311672,1.55493275,0.36690652,9.10230302,0,0.61320438,4.84278444,0.98050158,0,2.42006534,3.35074013,3.61323297,3.88772339,14.06808653,3.50368169,2.19076113,0.43310421,1.68159432
ADI-45493,2.49006927,2.67915871,2.09588425,0,7.45325628,0.2829122,1.45519136,4.99306733,1.29366432,0.31226589,1.93434088,3.61263172,5.06357426,2.38102615,14.25349132,5.31622572,0.98830953,0.44268429,2.00514126
ADI-45494,1.04049704,2.55381732,1.72159746,0,8.32433306,0,1.18742108,4.4375713,1.26293106,0,1.5029681,3.63240088,6.20934671,2.3897068,13.29386929,6.11965207,1.98516226,0.33043674,2.69488633
ADI-45495,2.46871109,0.90547332,1.65154998,0,9.03529648,0.39582338,0.34196401,4.2127267,1.56942215,0.27359436,3.42370011,3.45721392,4.38849833,1.27332453,15.37875196,5.857493,2.41849197,0.15541245,1.79800531
ADI-45496,2.1015755,2.32065774,2.77816933,0.58819619,8.07166548,0.26027279,0.57965992,5.76682283,2.26607826,0,1.688998,1.59181064,3.3271231,3.20801531,12.44298126,5.30891834,1.8494487,0,2.20570494
ADI-45497,1.79613627,2.22992014,1.614504,0.58153589,7.28364626,0.39053604,0.19791121,5.04805368,1.985496,0,0.63826187,3.34422807,4.57038569,2.0256038,16.32175093,5.81242571,1.05522531,1.22961273,3.23325303
ADI-45498,1.71477107,1.51600345,2.62642794,0,10.15185297,0,0.99867707,4.81782159,2.05937774,0,1.60313589,4.17236889,6.24729813,1.74401187,11.70654848,5.47218654,2.62570031,0.60411609,2.14921243
ADI-46671,1.55520389,3.92193136,3.06652552,1.05139818,9.27835574,0,0.5391912,4.78063568,0.94054236,0.34289684,1.95875631,2.8963857,3.02903308,3.48330843,13.44648783,4.40575909,1.5043232,0,2.06574942
ADI-46672,1.86830643,2.35061517,2.62179187,0.2567842,9.05082732,0,0.61728443,5.27146933,2.2019896,0,0.37091431,2.97190982,3.35895381,3.7996789,14.33067194,5.20713505,1.65115838,0,1.9457829
ADI-46673,4.56065416,1.57655505,5.3257449,0.38870165,7.55821614,0.12799968,0.23443886,3.3844239,0.79618437,0,1.81583026,3.95064916,3.50190951,3.3511568,10.74195679,5.86783376,2.04306573,0.75726343,1.20387444
ADI-46674,2.83411128,3.07875728,2.73477877,0.6966029,8.28519604,0.5218074,1.00170946,4.32483539,1.5937195,0.43255587,0.76296499,4.22235472,3.44296024,2.70761617,12.59679666,3.20328852,2.83608039,0.15520811,1.62438266
ADI-46675,1.96292862,2.11881017,2.09782788,0.43817378,8.85821814,0.65917267,0.42138378,2.64700286,2.41413163,0,2.68998484,4.08890218,4.4221869,2.18463691,12.57962924,5.73802594,1.74664778,0,2.16563778
ADI-46676,3.00183917,4.09865792,3.65179524,0.11650519,9.3852195,0,1.02938197,4.19242368,2.32419512,0.51932396,2.54373986,4.25210855,3.2886118,1.79453997,11.02750167,3.82545452,1.04635993,0.1468152,3.55594267
ADI-46677,1.28513363,2.36813178,3.03361211,0.66874428,8.12135239,0.28082237,0.5309528,3.55370164,1.72354849,0,1.14127173,3.5931151,3.33047201,4.00895077,12.9755264,3.77626745,1.60860348,0.51917583,1.20595824
ADI-46678,3.30466571,1.53521652,3.1442359,0.2121733,7.07437444,0,0.48522259,3.4868215,1.41422606,0.16267984,2.51632961,2.93275158,4.69286092,3.67219541,10.5436577,5.24050141,3.36351716,0.72724083,1.76517842
ADI-46679,1.7925063,3.17023913,2.880463,1.71894033,10.94334531,0.16523275,0,2.7146419,1.53677133,0.52513809,3.81705403,3.72630782,3.26547029,3.02454197,12.42826888,4.10177677,1.66527053,0.63137672,3.01625737
ADI-46680,2.85151741,2.99768707,2.80696727,1.21150581,9.46401508,0.55967834,0.50351555,2.87842555,3.11614852,0,1.39635862,4.12622081,2.76994796,2.56430946,12.7175711,3.93666703,2.24617916,0,2.70453831
ADI-46681,2.71503704,1.966481,2.74856376,0.77369244,8.85398108,0.55068047,0.64084536,4.03719366,1.70126042,0.32755783,2.25264371,3.42729196,3.74648873,3.21796296,9.65712871,5.51490198,2.25844621,1.02887284,0.63032159
ADI-46682,1.26092975,2.98336822,3.72646118,0.75161652,9.06700311,0,1.02492452,3.98694969,2.79506965,0.68530372,1.72619268,3.24092516,3.09164738,3.34579451,11.48884612,3.97575643,1.94432107,0.30962759,0.39054656
ADI-46683,2.41904339,1.87995968,2.21461246,0.18148365,7.65349628,0,0.74394207,4.01027772,1.67034483,0,1.2447847,4.72308579,2.95539633,2.29972882,15.43246507,6.4000059,2.2520311,0.97405884,0.94309808
ADI-46684,0.82375286,1.9736364,2.75720121,0.12091615,8.75405736,0,0.90996399,3.71740389,0.49865013,0,1.67101425,3.99481253,5.25919875,3.98853326,14.0179951,6.2952376,2.40887606,0.71185911,3.15859242
ADI-46685,3.39417205,2.16756187,4.2132672,0.49023804,8.64793815,0,0.25133856,4.75344546,2.24025093,0,1.67609741,3.98387962,1.82067523,3.20132032,10.60498396,3.9537054,1.46551281,0.53894066,1.94004984
ADI-46686,2.13906922,3.76531889,2.73081998,0.88214148,8.30949703,0.44073716,0.94682677,3.86770455,3.01630088,0,1.05705937,3.40367132,4.8900874,1.80427643,10.93223137,4.14522882,2.79091005,0,1.89215187
ADI-46687,2.29171034,3.23121674,3.59738403,0.58774085,7.8161693,0.1821277,0.15429205,3.62887152,2.78262148,0,2.79090538,4.90335248,3.41457984,3.48922429,10.16770654,5.70009989,2.83450388,0.46032024,1.54975634
ADI-46688,1.5448628,3.28331438,2.32740358,0.99375462,6.82854201,0.92024197,1.30309471,4.64343584,2.99508416,0,1.3362237,2.78271398,3.91741624,2.64698256,14.80942612,4.1592338,1.61343294,0.27336884,1.76340472
ADI-46689,2.87315421,2.24283734,3.34978412,0.60842288,8.5111452,0.34417645,0.46750599,3.06444764,2.13122242,0,1.44877117,3.81911346,4.00415277,3.56374258,11.95349006,4.14082135,0.93256534,0,1.98443405
ADI-46690,1.29422652,1.51926359,3.60918074,0.10181854,8.83247361,0,0.61002987,4.73705345,2.73015345,0,1.71378857,2.96099201,3.41015328,3.04370297,12.66208022,5.62586737,1.40718969,0.56611241,2.02740593
ADI-46691,3.20692639,1.10317482,4.61935971,0.54882591,8.64833025,0.20437222,1.13794298,3.18808331,2.17145466,0,1.91090043,3.19188115,3.75720157,2.95551756,11.17200468,5.45162947,1.42451751,0.75385816,1.13205795
ADI-46692,2.46777477,4.359068,1.80994671,0.12435361,8.13369453,0.37293194,0.62159878,4.40634057,2.14136769,0,1.2828469,3.05941289,4.42133152,2.65203254,14.00537022,3.54892003,1.74742877,0,2.09060607
ADI-46693,2.05390823,2.60582705,4.67931012,0.50752227,9.92226895,0,0,3.14492148,1.96404622,0,1.04943287,3.62944351,3.78388968,3.72632125,12.48203557,3.99116868,1.13584201,0,3.24972746
ADI-46694,3.41358888,3.33669762,1.04126896,0.21917727,8.77670064,0.20086565,0.87419866,5.55914882,1.54175443,0.23123165,1.16343145,3.80024327,2.93330805,2.70972152,12.76146588,5.75098333,0.99929708,0.4099778,2.59812252
ADI-46695,2.42215167,3.794428,1.41648644,1.99072446,8.20205075,0,1.31384338,4.47991885,0.87121892,0.60741265,1.54621708,3.11864591,4.25758385,2.62797136,12.69254203,4.55668909,1.40666727,0.44954132,1.3127291
ADI-46696,2.11056275,1.91877477,2.78920213,0,9.09650432,0.86187447,0.65723849,4.05088626,1.83233414,0,1.73078743,4.72468141,3.09957511,1.80984852,15.89308953,6.11257457,1.75214903,0.10665271,3.12022446
ADI-46697,2.04090095,3.39523557,3.38025778,0,7.34647311,0.63297219,0.43815659,4.25455189,2.51980897,0.43501284,1.5025354,4.31161083,3.27321898,3.4567406,12.57108997,2.53929832,1.60870552,0.79026629,1.66514195
ADI-46698,1.08342144,2.81270762,3.4216805,0.30271111,7.99648528,0,0.61068011,3.66286335,2.4177376,0,1.28074487,3.85724841,3.38106278,3.71945768,12.07912295,5.77941239,1.27865145,0.90534785,1.12116568
ADI-46699,2.13822077,2.99361964,2.53720414,0.55103938,6.73410962,0,1.03136398,4.69526854,0.89659722,0,1.42412069,3.20598412,3.80723644,3.29570083,12.17459487,5.85617988,3.15288887,0,1.5997586
ADI-46700,2.65621285,2.04019606,4.64074997,0.4220187,8.84887502,0.25795866,0.10648371,3.69535583,1.76185374,0,1.27947122,3.1782676,3.24259898,3.96926599,12.76578558,4.34264306,1.55846988,0.77043117,1.98044898
ADI-46701,1.19741295,3.7818633,2.49651632,0.37999905,7.37290997,0.72055684,0.91584312,5.25076154,1.33727295,0,3.47987431,3.37241749,3.47157855,3.49634613,10.88817463,3.99201322,3.01106032,0,1.72061292
ADI-46702,2.53315553,3.33789344,2.92628497,1.22305065,8.27361969,0,0.70283892,4.88172736,1.91175534,0,1.51405495,2.72755365,3.49065849,3.01702523,12.96258617,4.37039628,0.64721261,0.7588344,1.33123039
ADI-46703,1.36275527,3.30867903,2.5625298,0.1214266,6.9180865,0,1.08752918,5.69101137,0.77186744,0.35798669,0.23089832,3.73852437,4.45797545,1.77843966,15.12932855,3.6426979,1.62141203,0.35230446,3.00129816
ADI-46704,2.44243641,1.61100309,3.42419006,0.1340505,9.70477859,0,1.25717949,4.25767471,0.75913139,0,0.14537648,4.47457238,4.94515324,3.65265253,14.46985249,6.61680669,1.54230049,0.1374595,1.29724626
ADI-46705,2.01589962,3.43719737,3.00077545,1.72284783,9.46330119,0,0.35970002,4.35033998,0.90441264,0,2.18539699,2.91153216,2.49525739,3.58460271,11.49833821,4.51879097,1.84702672,0.38473129,1.87903209
ADI-46706,1.2933119,4.24158316,2.82797354,0.46287486,8.66476181,0,0.81822368,4.49852517,2.60340484,0,1.74958383,3.20718789,4.18256371,1.58472205,12.95403559,5.44917302,1.59120929,0,1.52317582
ADI-46707,2.56416341,2.84296523,3.18921485,0.28017261,7.85548457,0,0.53656097,3.43594742,0.75454544,0,2.14676958,3.96228938,3.84195311,3.69412626,12.4837738,6.00702265,1.80134503,0.9057473,2.61012864
ADI-46708,2.24347388,2.6478003,3.1826636,0.21594863,9.16042452,0,0.95388317,4.29321964,1.88668,0,1.27975897,3.0206212,2.92306703,3.33224839,12.61263881,4.44266213,1.25177065,0.47096866,1.81388846
ADI-46709,2.6199399,0.63865032,3.23128609,0.1395046,8.68365036,0.25571297,0.60071825,4.34574768,2.53720584,0,3.37954869,3.98220958,3.97068264,0.67489178,14.19588773,5.74267053,2.07540455,0.10360279,1.60637652
ADI-46710,2.00196587,2.41822087,2.21945404,0,7.60271295,0,0.59836689,5.35121067,1.44187791,0,1.51603192,3.25507545,4.58942863,2.59058697,14.61553249,4.49440893,2.07927122,0,3.18247973
ADI-46711,0.71623937,3.55428008,2.0480637,0.51524088,6.18799697,0.24191803,2.11275851,4.35702751,0.8827759,0.23534704,2.59738167,3.27976279,5.78974737,3.6020047,9.9660653,5.11119542,2.44958381,0.92875727,2.40773077
ADI-46712,1.77004937,1.93511719,3.45113961,0,6.33165283,0.73276393,0.4423528,4.39030915,2.0348192,0,1.24675308,4.70849524,3.78992124,2.92399113,15.45045427,4.64318602,2.0033111,0.3100108,1.86481443
ADI-46713,1.69346693,2.15706207,3.88257919,0.11811591,9.3593385,0,1.30012783,3.22065946,1.96861567,0,0.94978107,4.30276707,2.34204416,4.31831919,13.37509174,5.11843724,0.91430229,0.22222723,1.32482138
ADI-46714,1.96859942,2.26782197,2.20412327,1.05900543,8.64383765,0,0.60838615,4.43523251,2.73513065,0,1.25657515,4.37540171,4.68937068,3.45809009,13.26205123,4.12264219,1.69365941,0.77617193,1.04809161
ADI-47086,1.79833507,3.11018249,3.2429438,0.75450335,9.91328211,0.13601387,0.57234905,3.28871622,2.65388673,0,3.23580404,3.81048042,4.22992713,1.7037705,12.26480974,4.98717317,2.14981382,0.70678505,0.25897718
ADI-47104,1.87994945,3.11670602,2.20743772,0.68091766,7.12903414,0.77844843,0.93570324,3.51136169,1.13789733,0,2.19832975,2.85613208,4.64966899,3.65724506,9.87168513,5.41338129,2.3494953,0.41380573,2.27679677
ADI-47116,3.17002235,3.31046751,3.41133651,0.1018326,8.51936556,0,0.20193686,3.96098664,2.628415,0,2.41780019,3.06475441,3.61199145,2.40533927,13.69919281,3.76800684,1.47446094,0.16245098,2.65482679
ADI-47130,1.66123902,3.17076444,2.97572418,0.11099313,11.46710607,0.26313597,0.21582787,3.67304671,1.36650903,0,1.71793158,3.68671746,3.55625922,2.07824398,12.46156138,4.74679361,1.72839626,0,4.25642457
ADI-47151,1.41533629,3.49416053,2.73353712,0.70396084,10.0889185,0.88793342,0.55447269,2.52705036,2.12378526,0,1.59352318,4.30836349,2.58273682,3.82136043,11.82462836,4.58209836,1.91292593,0.12053818,1.96653874
ADI-47218,1.41046806,2.07472296,2.95648384,0.83151589,7.64828344,0,0.5395681,4.15763929,1.16013408,0,1.22653698,2.89139046,4.00920969,3.15162304,13.04264486,5.07589594,1.79733418,0.37239308,2.1041041
ADI-47219,1.71866328,3.14877318,3.28955298,0.81309113,4.62624696,0,0.40352949,4.72081926,1.82614412,0,4.14660482,4.904091,3.8859585,2.19321286,15.02644362,4.29218224,1.72596787,0.29733367,2.47125296
ADI-47224,2.78927439,2.74768001,2.98716242,0.88528781,8.9042605,0.22548861,1.20844827,4.72062614,1.74270142,0.33095253,2.88114816,3.61137691,4.22072472,2.83031087,11.64052056,4.07927698,1.58347882,0.80572159,1.14670036
ADI-47270,1.85333204,3.4227703,0.73491265,0.4307896,10.28850786,0,0,4.68238717,2.54907191,0.12447345,1.68450545,4.0971667,4.66636508,2.34884046,13.41158222,4.56961098,2.94318272,0.11452611,1.96109609
ADI-47311,2.04502829,2.04233387,1.58742781,0,12.0686733,0.94831738,0.80060485,3.18776522,1.81071346,0,3.42394426,4.69533004,5.06625525,2.41480078,11.74024788,5.34329687,0.90441028,0,1.25251649
ADI-47313,1.64518592,2.19332013,0.79982415,0.3117218,6.60808579,0.46213139,1.00605194,4.94317851,1.15479998,0.61946012,2.07927233,4.05271475,3.68833777,2.33365039,14.03094264,5.31426774,2.50670176,0.32146641,2.13303408
ADI-47318,1.79898944,3.02279318,2.74623823,0.9532757,7.29111496,0,1.82945659,4.7716118,0.94284469,0,1.56282758,3.40903124,6.40773509,1.6728991,12.48042408,4.99890633,2.39301267,0.1575082,2.18162181
ADI-54487,2.76977774,1.70519877,3.06425131,0.10510839,9.45973448,0.19863445,0.12201598,3.99126039,1.73147428,0,3.9948353,2.45184891,2.88638411,2.54700346,14.74054511,4.42913612,1.35126425,0,2.2874036
ADI-54488,2.37511817,0.8911829,3.77002135,0,9.86434958,0.33554754,0.49269447,3.45496467,2.48540532,0,3.20960521,2.68596394,3.46171438,1.36226887,13.96964608,4.13981344,2.15160527,0.39387512,1.12458393
ADI-54489,3.61983247,3.34152118,3.38892062,0.64406232,9.1302439,0.8301334,0.11463315,2.94705788,2.54271913,0,2.6279583,2.44545538,3.33923044,1.82904168,11.67785689,4.8102364,1.17313178,0,2.64606406
ADI-54490,2.22040264,3.03595619,3.19967016,0,10.3747346,0.27443974,0,4.31442468,1.88103635,0,2.1252474,3.71242731,2.80104157,2.55400536,13.89674128,3.4725861,2.44561769,0.83840854,1.91524279
ADI-54491,2.21074452,2.68871398,2.28615095,0.70192505,11.8956716,0.29787031,0.19767927,5.4776361,1.59421824,0.31192362,3.34507742,3.56350413,3.41610315,1.18117611,11.6594285,6.13338602,2.16840645,0.81580315,1.92247637
ADI-54492,2.10879027,3.0959821,4.20860052,0.40304813,8.31010098,0.63400612,0.59479301,2.71886137,2.12054509,0,1.55033912,3.70274058,3.909916,3.81542929,11.65183807,4.81992081,1.10411797,0,1.88556276
ADI-54493,1.97829911,3.91006948,3.34390595,0,7.19374581,0.79889237,0.34517893,3.88083997,3.0216803,0,2.44386588,2.4664161,4.24550773,3.07881597,13.35732453,4.21973113,1.83312253,0.17548084,1.82591476
